Projeto,Linha de ação,Região,Indicador regionalizado
54,54.5,Pirituba/Jaraguá (PJ),0
54,54.5,Santana/Tucuruvi (ST),0
54,54.5,Santo Amaro (SA),0
54,54.5,São Mateus (SM),0
54,54.5,São Miguel Paulista (MP),0
54,54.5,Sapopemba (SP),0
54,54.5,Sé (SE),1
54,54.5,Vila Maria/Vila Guilherme (MG),0
54,54.5,Vila Mariana (VM),0
54,54.5,Vila Prudente (VP),0
54,54.5,A definir,0
54,54.5,Supraregional,0
57,57.3,Aricanduva (AF),3
57,57.3,Butantã (BT),6
57,57.3,Campo Limpo (CL),2
57,57.3,Capela do Socorro (CS),7
57,57.3,Casa Verde (CV),4
57,57.3,Cidade Ademar (AD),3
57,57.3,Cidade Tiradentes (CT),2
57,57.3,Ermelino Matarazzo (EM),2
57,57.3,Freguesia/Brasilândia (FO),6
57,57.3,Guaianases (G),2
57,57.3,Ipiranga (IP),2
57,57.3,Itaim Paulista (IT),7
57,57.3,Itaquera (IQ),5
57,57.3,Jabaquara (JA),1
57,57.3,Jaçanã/Tremembé (JT),2
57,57.3,Lapa (LA),6
57,57.3,M´Boi Mirim (MB),6
57,57.3,Mooca (MO),3
57,57.3,Parelheiros (PA),2
57,57.3,Penha (PE),2
57,57.3,Perus (PR),1
57,57.3,Pinheiros (PI),7
57,57.3,Pirituba/Jaraguá (PJ),5
57,57.3,Santana/Tucuruvi (ST),1
57,57.3,Santo Amaro (SA),2
57,57.3,São Mateus (SM),8
57,57.3,São Miguel Paulista (MP),3
57,57.3,Sapopemba (SP),2
57,57.3,Sé (SE),10
57,57.3,Vila Maria/Vila Guilherme (MG),3
57,57.3,Vila Mariana (VM),3
57,57.3,Vila Prudente (VP),2
57,57.3,A definir,0
57,57.3,Supraregional,0
70,70.2,Aricanduva (AF),0
70,70.2,Butantã (BT),0
70,70.2,Campo Limpo (CL),0
70,70.2,Capela do Socorro (CS),0
70,70.2,Casa Verde (CV),0
70,70.2,Cidade Ademar (AD),0
70,70.2,Cidade Tiradentes (CT),0
70,70.2,Ermelino Matarazzo (EM),0
70,70.2,Freguesia/Brasilândia (FO),0
70,70.2,Guaianases (G),"2,4"
70,70.2,Ipiranga (IP),0
70,70.2,Itaim Paulista (IT),"2,1"
70,70.2,Itaquera (IQ),0
70,70.2,Jabaquara (JA),0
70,70.2,Jaçanã/Tremembé (JT),0
70,70.2,Lapa (LA),0
70,70.2,M´Boi Mirim (MB),0
70,70.2,Mooca (MO),0
70,70.2,Parelheiros (PA),0
70,70.2,Penha (PE),0
70,70.2,Perus (PR),0
70,70.2,Pinheiros (PI),"6,1"
70,70.2,Pirituba/Jaraguá (PJ),5
70,70.2,Santana/Tucuruvi (ST),"5,9"
70,70.2,Santo Amaro (SA),"1,9"
70,70.2,São Mateus (SM),0
70,70.2,São Miguel Paulista (MP),0
70,70.2,Sapopemba (SP),0
70,70.2,Sé (SE),4
70,70.2,Vila Maria/Vila Guilherme (MG),"1,9"
70,70.2,Vila Mariana (VM),0
70,70.2,Vila Prudente (VP),0
70,70.2,A definir,"170,7"
70,70.2,Supraregional,0
71,71.4,Aricanduva (AF),0
71,71.4,Butantã (BT),6
71,71.4,Campo Limpo (CL),2
71,71.4,Capela do Socorro (CS),1
71,71.4,Casa Verde (CV),2
71,71.4,Cidade Ademar (AD),1
71,71.4,Cidade Tiradentes (CT),0
71,71.4,Ermelino Matarazzo (EM),0
71,71.4,Freguesia/Brasilândia (FO),1
71,71.4,Guaianases (G),0
71,71.4,Ipiranga (IP),1
71,71.4,Itaim Paulista (IT),1
71,71.4,Itaquera (IQ),0
71,71.4,Jabaquara (JA),0
71,71.4,Jaçanã/Tremembé (JT),0
71,71.4,Lapa (LA),7
71,71.4,M´Boi Mirim (MB),1
71,71.4,Mooca (MO),3
71,71.4,Parelheiros (PA),0
71,71.4,Penha (PE),1
71,71.4,Perus (PR),0
71,71.4,Pinheiros (PI),11
71,71.4,Pirituba/Jaraguá (PJ),1
71,71.4,Santana/Tucuruvi (ST),2
71,71.4,Santo Amaro (SA),5
71,71.4,São Mateus (SM),1
71,71.4,São Miguel Paulista (MP),1
71,71.4,Sapopemba (SP),1
71,71.4,Sé (SE),9
71,71.4,Vila Maria/Vila Guilherme (MG),1
71,71.4,Vila Mariana (VM),6
71,71.4,Vila Prudente (VP),1
71,71.4,A definir,159
71,71.4,Supraregional,0
